id_support,operateur,action,technologie,adresse,code_insee,coordonnees,type_support,hauteur_support,proprietaire_support,is_zb,is_new
35041,SFR,ALL,"GSM 900, UMTS 900, LTE 800, LTE 2100",20 B  PL DE BÉTHUNE 59000 LILLE,59350,"50.6325,3.0619",Immeuble,"20,0m",Établissement de soins,False,False
38063,BOUYGUES TELECOM,AJO,"LTE 700, LTE 1800, LTE 2100",TERRAIN SNCF (LA MOUILLE) 71250 CORTAMBERT,71146,"46.4528,4.6742",Pylône autostable,35m,HIVORY,False,False
50473,SRR,ALL,"LTE 700, LTE 2100, 5G NR 3500",RIVIERE DES ROCHES (CAMP BEAUVALLON) 97437 ST BENOIT,97410,"-21.0083,55.6931",Mât béton,"16,0m",Société Privée,False,False
53236,ZEOP,ALL,UMTS 900,31 CHEM DES FLEURS (LE GUILLAUME) 97411 ST PAUL,97415,"-21.0358,55.2942",Pylône autostable,"30,0m",Société Réunionnaise de Radiotéléphonie,False,False
89842,ORANGE,ALL,"LTE 1800, 5G NR 2100",SITE TDF RN 145 (LE BOUEIX) 23170 NOUHANT,23145,"46.2742,2.3819",Pylône autostable,"30,0m",TDF,False,False
90876,ORANGE,ALL,"5G NR 700, 5G NR 3500",VC 1 DU CD 765 À POULLAN SUR MER (MENEZ TROMILLOU) 29790 CONFORT MEILARS,29145,"48.0578,-4.4206",Pylône autostable,"30,0m",TOTEM,False,False
92895,ORANGE,ALL,5G NR 700,LES CLEFS DE LA FORET - 37 R D'ARTOIS (BELLE ASSISE) 33600 PESSAC,33318,"44.7917,-0.6819",Immeuble,"23,0m","Copropriété, Syndic, SCI",False,False
94274,ORANGE,ALL,LTE 700,(BOIS MONTHAUTIER&CREUX DE FER) 39110 ANDELOT EN MONTAGNE,39009,"46.8592,5.9097",Pylône autostable,"35,0m",TOTEM,False,False
106966,ORANGE,ALL,LTE 2100,CHATEAU D'EAU (CHAUMES DE LA BRIGANDE) 89450 VEZELAY,89446,"47.45,3.7206",Mât,"19,0m",TOTEM,False,False
107036,ORANGE,ALL,5G NR 700,2-9-11-13-13BIS R P.SÉMARD 89400 MIGENNES,89257,"47.9603,3.5308",Immeuble,"19,0m",Société HLM,False,False
108376,ORANGE,ALL,5G NR 700,172 AV. DE PARIS / 3 AV. DE GRAVELLE 94220 CHARENTON LE PONT,94018,"48.8292,2.4022",Immeuble,"24,0m","Copropriété, Syndic, SCI",False,False
118386,ORANGE,ALL,5G NR 3500,25 R DE LA RÉPUBLIQUE 97122 BAIE MAHAULT,97103,"16.2672,-61.5875",Immeuble,"15,0m",Société Privée,False,False
226443,ORANGE,ALL,5G NR 700,"6, R DE BALZAC 19100 BRIVE LA GAILLARDE",19031,"45.1561,1.5419",Immeuble,"18,0m","Copropriété, Syndic, SCI",False,False
270870,ORANGE,ALL,5G NR 700,21 R ETIENNE DOLET 93380 PIERREFITTE SUR SEINE,93059,"48.9656,2.3664",Immeuble,"19,5m",Société HLM,False,False
274619,ORANGE,ALL,"5G NR 700, 5G NR 3500",TERRAIN DES SPORTS DE KERVOAZOU (KERVOAZOU) 29640 PLOUGONVEN,29191,"48.5206,-3.7214",Pylône tubulaire,"25,0m",TOTEM,False,False
292094,SRR,AJO,"LTE 700, 5G NR 3500",N°10 CHEM DE NORMANDIE 97418 LE TAMPON,97422,"-21.2403,55.5414",Mât béton,"16,0m",Société Réunionnaise de Radiotéléphonie,False,False
