id_support,operateur,action,technologie,adresse,code_insee,coordonnees,type_support,hauteur_support,proprietaire_support,date_activ,is_zb,is_new
1009867,FREE MOBILE,ALL,LTE 900,7 RUE DU PARADIS 28110 LUCE,28218,"48.4356,1.4669",Immeuble,37m,Société Privée,2025-08-11,False,False
1016260,FREE MOBILE,ALL,LTE 900,4 RUE PAUL BERNIES 31500 TOULOUSE,31555,"43.6108,1.4139",Immeuble,"19,3m",Société Privée,2025-08-11,False,False
1016288,FREE MOBILE,ALL,LTE 900,2 BOULEVARD DE LA LIBERATION 93210 ST DENIS,93066,"48.9286,2.3408",Immeuble,"23,8m","Copropriété, Syndic, SCI",2025-08-11,False,False
1016290,FREE MOBILE,AJO,LTE 900,1 RUE DE STRASBOURG 94700 MAISONS ALFORT,94046,"48.795,2.4342",Immeuble,25m,Société HLM,,False,False
1016680,FREE MOBILE,ALL,LTE 900,28 RUE DE VINCENNES 47.15410000 -2.13510000 44600 ST NAZAIRE,44184,"47.2617,-2.2308",Immeuble,"21,5m",Société HLM,2025-08-11,False,False
1016712,FREE MOBILE,ALL,LTE 900,14 RUE HECTOR BERLIOZ 93000 BOBIGNY,93008,"48.9061,2.4558",Bâtiment,"35,6m",Société HLM,2025-08-11,False,False
1023484,FREE MOBILE,AJO,LTE 900,27 A BOULEVARD GAMBETTA 30100 ALES,30007,"44.1242,4.0836",Immeuble,"34,7m","Copropriété, Syndic, SCI",,False,False
1029094,FREE MOBILE,AJO,LTE 900,4 BOULEVARD GAMBETTA 27000 EVREUX,27229,"49.0183,1.1453",Pylône tubulaire,"20,5m",ON TOWER FRANCE,,False,False
1029100,FREE MOBILE,ALL,LTE 900,242 CHEMIN DU MAS DU DIABLE 30900 NIMES,30189,"43.85,4.3642",Bâtiment,36m,"Copropriété, Syndic, SCI",2025-08-11,False,False
1029102,FREE MOBILE,AJO,LTE 900,10 RUE JEAN MOULIN SETE 34200 SETE,34301,"43.4092,3.6903",Bâtiment,"26,2m","Copropriété, Syndic, SCI",,False,False
