id_support,operateur,action,technologie,adresse,code_insee,coordonnees,type_support,hauteur_support,proprietaire_support,is_zb,is_new
30037,FREE MOBILE,ALL,LTE 2100,(LA SOUCARÈDE) 34790 GRABELS,34116,"43.6492,3.7703",Pylône autostable,39m,HIVORY,False,False
30037,SFR,AJO,LTE 700,(LA SOUCARÈDE) 34790 GRABELS,34116,"43.6492,3.7703",Pylône autostable,39m,HIVORY,False,False
33163,ORANGE,ALL,LTE 700,LA GRANDE ROMANIE RD 394 (LES FRICHES) 51460 COURTISOLS,51193,"49.0125,4.565",Pylône autostable,30m,HIVORY,False,False
38053,BOUYGUES TELECOM,AJO,"LTE 700, LTE 1800, LTE 2100",EN CHARRON (LA VERNUSSE) 71400 CURGY,71162,"47.0042,4.4053",Pylône autostable,"35,6m",HIVORY,False,False
39087,SFR,SUP,"GSM 1800, UMTS 2100","4, R PAUL RAOUL DAUTRY 75014 PARIS 14",75114,"48.8408,2.3203",Bâtiment,"15,0m",SNCF Réseau,False,False
39475,SFR,AJO,5G NR 2100,13 AV BOUDON 75016 PARIS 16,75116,"48.8494,2.2697",Immeuble,"37,4m","Copropriété, Syndic, SCI",False,False
47117,ORANGE,AJO,5G NR 700,455 PROMENADE DES ANGLAIS IMM AÉROPÔLE-ZAC DE L'ARENAS 06000 NICE,06088,"43.6689,7.2147",Bâtiment,"35,0m","Copropriété, Syndic, SCI",False,False
53030,SRR,ALL,"LTE 700, LTE 2100",147 R FRANCOIS DE MAHY (STE CLOTILDE) 97400 ST DENIS,97411,"-20.8978,55.4853",Immeuble,"22,4m",Société HLM,False,False
53040,SRR,ALL,LTE 700,RTE DU MOUFIA 97400 ST DENIS,97411,"-20.8978,55.4914",Immeuble,"19,6m",Société HLM,False,False
53082,SRR,ALL,"LTE 700, LTE 2100",23 CHEM DE LA SOURCE CHALOUPE ST LEU 97416 ST LEU,97413,"-21.1767,55.33",Pylône autostable,"20,0m",Société Réunionnaise de Radiotéléphonie,False,False
53204,SRR,ALL,LTE 700,R FERDINAND HUBERT 97437 ST BENOIT,97410,"-21.0397,55.7189",Immeuble,"16,0m",Société HLM,False,False
53214,TELCO OI,ALL,"LTE 2100, LTE 2600, 5G NR 700, 5G NR 3500",758 AV DES MASCAREIGNES (CAMBUSTON) 97440 ST ANDRE,97409,"-20.9361,55.6475",Pylône autostable,"30,0m",SFR,False,False
53786,ORANGE,ALL,5G NR 700,RUE ROSA PARKS ALL MARIE LOUISE CHEVREL HLM PASTEUR 56600 LANESTER,56098,"47.7597,-3.3431",Immeuble,"21,0m",Société HLM,False,False
64111,ORANGE,ALL,5G NR 700,10-12 BD  DU GARLABAN (ST JEAN DU DESERT) 13012 MARSEILLE 12,13212,"43.2978,5.4192",Immeuble,"22,0m","Copropriété, Syndic, SCI",False,False
69427,BOUYGUES TELECOM,SUP,GSM 900,6 AV DES ANGLAIS 06150 CANNES,06029,"43.5619,7.0178",Immeuble,"27,2m","Copropriété, Syndic, SCI",False,False
69887,ORANGE,ALL,5G NR 700,R A. BECQUEREL IMP A.BECQUEREL 11100 NARBONNE,11262,"43.1522,2.9778",Pylône autostable,"17,0m",TDF,False,False
70743,BOUYGUES TELECOM,SUP,GSM 900,(AVENAUD) 15500 ST PONCY,15207,"45.1633,3.1667",Pylône autostable,"14,0m",Inconnu,False,False
71389,ORANGE,ALL,5G NR 700,N.206 - CHEM DU CREDO (ARNIÈRES) 01200 LEAZ,01209,"46.0994,5.88",Mât,"16,0m",TOTEM,False,False
71947,ORANGE,ALL,5G NR 2100,MONTSALÉON LA MADELANE 05700 LA BATIE MONTSALEON,05016,"44.4731,5.7539",Pylône tubulaire,"14,0m",TOTEM,False,False
72499,ORANGE,SUP,"GSM 900, UMTS 900, LTE 800, LTE 1800, LTE 2100",CHE DU SERRE POINTU (L'AIGUILLE) 07400 AUBIGNAS,07020,"44.5833,4.6189",Pylône autostable,"12,0m",TOTEM,False,False
74395,ORANGE,AJO,5G NR 700,LE CHÂTEAU LE BOURG OUEST 17130 MONTENDRE,17240,"45.2844,-0.4117",Monument historique,"20,0m","Commune, communauté de communes",False,False
77813,BOUYGUES TELECOM,ALL,"LTE 700, LTE 2100, LTE 2600",10 R LOSSERAND 37000 TOURS,37261,"47.4025,0.6894",Monument religieux,"29,0m","Commune, communauté de communes",False,False
79414,FREE MOBILE,SUP,"UMTS 2100, LTE 1800, LTE 2600, 5G NR 700",(LAGARRISSAL) 46120 LEYME,46170,"44.8039,1.8933",Pylône autostable,"45,0m",ATC FRANCE,False,False
81342,ORANGE,ALL,5G NR 700,R DE L'EGLISE 59970 VICQ,59613,"50.4092,3.6042",Monument religieux,"38,0m","Commune, communauté de communes",False,False
88001,ORANGE,AJO,5G NR 700,AV CARNOT RN 191 91590 CERNY,91129,"48.4794,2.3186",Pylône tubulaire,"35,0m",ATC FRANCE,False,False
88965,BOUYGUES TELECOM,SUP,GSM 900,12 R LINANDES ORANGES 95000 CERGY,95127,"49.0456,2.0656",Immeuble,"25,9m",Société Privée,False,False
89606,ORANGE,ALL,5G NR 700,1 ROND POINT DE LA NATION 21000 DIJON,21231,"47.3467,5.0467",Immeuble,"33,0m",Société Privée,False,False
90876,ORANGE,AJO,"LTE 700, LTE 2600, 5G NR 700, 5G NR 3500",VC 1 DU CD 765 À POULLAN SUR MER (MENEZ TROMILLOU) 29790 CONFORT MEILARS,29145,"48.0578,-4.4206",Pylône autostable,"30,0m",TOTEM,False,False
92476,ORANGE,ALL,5G NR 700,RÉSERVOIR (EN MILLET) 32600 L ISLE JOURDAIN,32160,"43.6017,1.1039",Château d'eau - réservoir,"23,0m","Commune, communauté de communes",False,False
92867,ORANGE,ALL,5G NR 700,CH DE LA NOUNE 33480 BRACH,33070,"45.0433,-0.9339",Pylône autostable,"36,6m",TOTEM,False,False
93750,ORANGE,AJO,"LTE 700, LTE 2100, 5G NR 700, 5G NR 3500",RTE DE MONTS. (CHÂTEAU D'EAU) 37250 SORIGNY,37250,"47.2456,0.6922",Château d'eau - réservoir,"50,0m","Commune, communauté de communes",False,False
93772,ORANGE,ALL,LTE 700,CHEM LES BODINS (LA TOUCHE) 37370 ST CHRISTOPHE SUR LE NAIS,37213,"47.62,0.4978",Pylône autostable,"32,0m",TOTEM,False,False
96166,ORANGE,ALL,"LTE 1800, 5G NR 2100",244 ALL JEAN LAFITTE CHÂTEAU D'EAU DE POUDENX 40700 ST CRICQ CHALOSSE,40253,"43.6517,-0.6819",Château d'eau - réservoir,"50,0m","Syndicat des eaux, Adduction",False,False
97542,ORANGE,ALL,5G NR 700,(BURENQUE) 47230 POMPIEY,47207,"44.1881,0.2175",Pylône autostable,"36,0m",TOTEM,False,False
98754,ORANGE,ALL,5G NR 700,R EDGAR QUINET RÉSIDENCE ST PAUL ENTRÉE 1 54130 ST MAX,54482,"48.6978,6.2094",Immeuble,"25,8m","Copropriété, Syndic, SCI",False,False
100148,ORANGE,ALL,5G NR 700,51 AVE EDOUARD HERRIOT 71000 MACON,71270,"46.2969,4.8244",Immeuble,"44,8m",Société HLM,False,False
100500,ORANGE,ALL,5G NR 700,"6, AV. DE LA FORET IMM ELLEBORE 60300 SENLIS",60612,"49.2092,2.5994",Immeuble,"26,0m",Société HLM,False,False
100534,ORANGE,ALL,5G NR 700,2 AV PIERRE ET MARIE CURIE 60100 CREIL,60175,"49.2519,2.4783",Immeuble,"23,0m",Société HLM,False,False
101898,ORANGE,ALL,"LTE 2100, 5G NR 700, 5G NR 3500",R DU CIMETIÈRE CASERNE DES POMPIERS 67930 BEINHEIM,67025,"48.8614,8.0872",Bâtiment,"15,0m","Commune, communauté de communes",False,False
103329,ORANGE,ALL,5G NR 700,CHEM RURAL (PRÉ FOLLIET) 73410 ST OURS,73265,"45.7617,5.995",Pylône autostable,"40,0m",TOTEM,False,False
108422,ORANGE,ALL,5G NR 700,2 R GAGNEE 94400 VITRY SUR SEINE,94081,"48.8014,2.3803",Immeuble,"32,0m","Copropriété, Syndic, SCI",False,False
118390,DIGICEL,AJO,5G NR 3500,CUL DE SAC (PEA TREE HILL) 97150 ST MARTIN,97801,"18.1022,-63.0386",Pylône haubané,"12,0m",Particulier,False,False
128203,ORANGE,ALL,5G NR 700,(TINGELBERG) 57445 REDING,57566,"48.7556,7.0903",Pylône autostable,"27,0m",ATC FRANCE,False,False
132400,ORANGE,AJO,5G NR 700,"45, R DE RIAVAL 35000 RENNES",35238,"48.0997,-1.6658",Immeuble,"17,0m","Copropriété, Syndic, SCI",False,False
132854,ORANGE,AJO,5G NR 700,119-127 AV JEAN JAURÈS 93000 BOBIGNY,93008,"48.9056,2.4389",Immeuble,"32,0m",Société HLM,False,False
134164,ORANGE,ALL,5G NR 700,(LES LEGIES) 21800 NEUILLY CRIMOLOIS,21452,"47.2844,5.1125",Pylône autostable,"24,0m",ATC FRANCE,False,False
139354,ORANGE,ALL,5G NR 700,CHEM DE LA PROCESSION 08300 RETHEL,08362,"49.5172,4.3578",Pylône autostable,"12,0m",TOTEM,False,False
141649,ORANGE,AJO,5G NR 700,46 R CHANTECLERC 44000 NANTES,44109,"47.2358,-1.5803",Immeuble,"27,0m",ORANGE Services Fixes,False,False
144246,ORANGE,ALL,5G NR 700,R EDISON 86100 CHATELLERAULT,86066,"46.8267,0.5328",Pylône autostable,"30,0m",TOTEM,False,False
145973,ORANGE,AJO,5G NR 700,"27, R DES FUSILLÉS GARE SNCF 94400 VITRY SUR SEINE",94081,"48.7819,2.4125",Château d'eau - réservoir,"31,0m","Commune, communauté de communes",False,False
146254,ORANGE,ALL,5G NR 700,"16 AV, DES JARDINIERS 34110 FRONTIGNAN",34108,"43.4514,3.7569",Immeuble,"16,0m","Copropriété, Syndic, SCI",False,False
204628,ORANGE,ALL,5G NR 700,(LE BOIS DE LA GUÉRIVIÈRE) 44190 ST LUMINE DE CLISSON,44173,"47.0881,-1.3825",Pylône autostable,"35,0m",HIVORY,False,False
223039,ORANGE,AJO,5G NR 700,121 BD  ALBERT 1ER 35000 RENNES,35238,"48.0894,-1.6739",Immeuble,"21,0m",ORANGE Services Fixes,False,False
225641,ORANGE,AJO,5G NR 700,R DES GRANDS PECHERS 18/20 R ROBERT LEGROS 93100 MONTREUIL,93048,"48.8586,2.4633",Immeuble,"25,0m",Société HLM,False,False
226529,FREE MOBILE,AJO,5G NR 3500,VERS LE BOS GAUDIN (LA GAUDINIÈRE) 85630 BARBATRE,85011,"46.9417,-2.1731",Pylône autostable,"28,0m",ATC FRANCE,False,False
226561,ORANGE,ALL,5G NR 3500,"6, R MICHEL SERVET 63200 RIOM",63300,"45.8839,3.1211",Pylône autostable,"21,0m",TOTEM,False,False
242967,ORANGE,ALL,5G NR 700,R DU FORT GAMBETTA 57140 WOIPPY,57751,"49.1497,6.1694",Pylône tubulaire,"27,5m",TOTEM,False,False
242991,ORANGE,ALL,5G NR 700,70 R DE BONNEUIL MATOURS 86000 POITIERS,86194,"46.5892,0.3711",Immeuble,"18,8m",Société Privée,False,False
244128,ORANGE,AJO,5G NR 700,32 R FRANCOEUR 91170 VIRY CHATILLON,91687,"48.6739,2.3814",Immeuble,"26,0m","Copropriété, Syndic, SCI",False,False
244134,ORANGE,AJO,5G NR 700,27 R DE VILLEGRANGES 93260 LES LILAS,93045,"48.8739,2.4133",Immeuble,"26,0m",ORANGE,False,False
245066,ORANGE,ALL,5G NR 700,4/6 R DE LA REINE ASTRID HOTEL ELISEO 65100 LOURDES,65286,"43.0953,-0.0564",Immeuble,"40,0m","Copropriété, Syndic, SCI",False,False
247617,FREE MOBILE,ALL,5G NR 3500,R DES VIRE VENTS ZONE ARTISANALE DE L'AIGUILLE (L'AIGUILLE EST) 40460 SANGUINET,40287,"44.4967,-1.0547",Pylône autostable,"45,0m",HIVORY,False,False
